"","collectPoints_x","collectPoints_y","collectTimes"
"137",-79.6656951904297,43.6689033508301,"2018-01-28 09:29:18"
"138",-79.6664581298828,43.6685981750488,"2018-01-28 10:29:18"
"139",-79.6673049926758,43.6679649353027,"2018-01-28 11:29:18"
"140",-79.6678466796875,43.6684951782227,"2018-01-28 12:11:07"
"141",-79.278923034668,43.7782249450684,"2018-01-28 13:30:34"
"142",-79.2404861450195,43.7855224609375,"2018-01-28 15:29:04"
"143",-79.2263793945313,43.8180809020996,"2018-01-28 16:39:10"
"144",-78.9053192138672,43.8873405456543,"2018-01-28 19:27:30"
"145",-78.952880859375,43.8613471984863,"2018-01-28 20:09:43"
"146",-79.6870803833008,43.6718711853027,"2018-01-28 21:56:23"
"147",-79.666748046875,43.6689414978027,"2018-01-28 22:49:07"
"148",-79.6674194335938,43.6688117980957,"2018-01-28 23:44:29"
"149",-79.6670837402344,43.6688079833984,"2018-01-29 00:44:29"
"150",-79.6673965454102,43.6683006286621,"2018-01-29 01:44:29"
"151",-79.6673431396484,43.6686782836914,"2018-01-29 02:44:29"
"152",-79.6665802001953,43.6689643859863,"2018-01-29 03:44:29"
"153",-79.6670379638672,43.6685981750488,"2018-01-29 04:44:29"
"154",-79.6664199829102,43.6685066223145,"2018-01-29 05:44:29"
"155",-79.6667861938477,43.6689338684082,"2018-01-29 06:44:29"
"156",-79.667121887207,43.668758392334,"2018-01-29 07:44:29"
"157",-79.6669464111328,43.6686248779297,"2018-01-29 08:44:29"
"158",-79.6669235229492,43.669132232666,"2018-01-29 09:44:29"
"159",-79.6671981811523,43.6687431335449,"2018-01-29 10:44:29"
"160",-79.6668167114258,43.668815612793,"2018-01-29 11:44:29"
"161",-79.6669921875,43.6689414978027,"2018-01-29 12:44:29"
"162",-79.6674423217773,43.6686592102051,"2018-01-29 13:44:29"
"163",-79.6666412353516,43.6691055297852,"2018-01-29 14:44:29"
"164",-79.6674652099609,43.6687507629395,"2018-01-29 15:44:29"
"165",-79.6669158935547,43.6684761047363,"2018-01-29 16:44:29"
"166",-79.6670837402344,43.6689682006836,"2018-01-29 17:44:29"
"167",-79.6677474975586,43.6686553955078,"2018-01-29 18:44:29"
"168",-79.6673431396484,43.668830871582,"2018-01-29 19:44:29"
"169",-79.6668090820313,43.6689414978027,"2018-01-29 20:44:29"
"170",-79.6668014526367,43.6687927246094,"2018-01-29 21:44:29"
"171",-79.667594909668,43.6689338684082,"2018-01-29 22:44:29"
"172",-79.6668701171875,43.6687049865723,"2018-01-29 23:44:29"
"173",-79.6670303344727,43.668758392334,"2018-01-30 00:44:29"
"174",-79.6671981811523,43.6684150695801,"2018-01-30 01:44:29"
"175",-79.6672897338867,43.6687355041504,"2018-01-30 02:44:29"
"176",-79.6669311523438,43.6688919067383,"2018-01-30 03:44:29"
"177",-79.6670532226563,43.6685829162598,"2018-01-30 04:44:29"
"178",-79.666259765625,43.6686515808105,"2018-01-30 05:44:29"
"179",-79.6672058105469,43.6701850891113,"2018-01-30 06:44:29"
"180",-79.6670150756836,43.6687126159668,"2018-01-30 07:44:29"
"181",-79.6658096313477,43.6701316833496,"2018-01-30 08:44:29"
"182",-79.6668014526367,43.6698150634766,"2018-01-30 09:44:29"
