Date,Time,Latitude,Longitude
2018-12-27,08:33:15 PM,43.8290329,-79.08751678
2018-12-27,08:33:41 PM,43.8290329,-79.08751678
2018-12-27,08:40:32 PM,43.82413864,-79.0555954
2018-12-27,08:41:04 PM,43.82410049,-79.05554199
2018-12-27,08:50:54 PM,43.82432556,-79.24417114
2018-12-27,08:35:21 PM,43.83194733,-79.07241821
2018-12-27,08:41:21 PM,43.82408905,-79.05553436
2018-12-27,08:35:27 PM,43.8322525,-79.07107544
2018-12-27,08:41:35 PM,43.70059967,-80.3883667
2018-12-27,08:41:35 PM,43.70059967,-80.3883667
2018-12-27,08:36:27 PM,43.83422089,-79.06211853
2018-12-27,08:52:45 PM,49.09256744,-122.5744553
2018-12-27,08:41:40 PM,43.82408524,-79.05553436
2018-12-27,08:36:31 PM,49.0930481,-122.574173
2018-12-27,08:37:48 PM,49.0929985,-122.5749207
2018-12-27,08:53:54 PM,43.64330673,-80.32006836
2018-12-27,08:43:02 PM,49.09256744,-122.5744553
2018-12-27,08:43:54 PM,43.69829178,-80.38357544
2018-12-27,08:44:35 PM,49.15591812,-123.0172272
2018-12-27,08:44:55 PM,43.70362091,-80.37945557
2018-12-27,08:45:06 PM,43.82435608,-79.24414825
2018-12-27,08:45:55 PM,43.70235443,-80.37641144
2018-12-27,08:46:21 PM,43.70420837,-79.55814362
2018-12-27,08:46:37 PM,43.69971466,-80.37277222
2018-12-27,08:46:55 PM,43.69768143,-80.36995697
2018-12-27,08:47:55 PM,43.69208145,-80.36117554
2018-12-27,08:48:55 PM,43.68370056,-80.34989166
2018-12-27,08:49:58 PM,43.67210388,-80.34346771
2018-12-27,08:50:06 PM,43.82431412,-79.24416351
2018-12-27,08:50:55 PM,43.66229248,-80.33332062
2018-12-27,08:51:36 PM,43.65432358,-80.32843018
2018-12-27,08:51:54 PM,43.65099335,-80.32614899
2018-12-27,08:51:57 PM,49.09256744,-122.5744553
2018-12-27,08:51:59 PM,43.82436752,-79.2441864
2018-12-27,08:51:59 PM,43.82413864,-79.24736023
2018-12-27,08:52:55 PM,43.64754105,-80.32330322
2018-12-27,08:42:55 PM,43.70056152,-80.38840485
2018-12-27,08:42:55 PM,43.69874573,-80.38755798
2018-12-27,08:54:27 PM,49.09680557,-122.5694275
2018-12-27,08:54:55 PM,43.63148117,-80.31758881
2018-12-27,08:54:59 PM,43.80579376,-79.24377441
2018-12-27,08:55:05 PM,43.8046608,-79.24329376
2018-12-27,08:55:48 PM,49.09715652,-122.5591202
2018-12-27,08:55:56 PM,43.62034607,-80.31129456
2018-12-27,08:55:59 PM,43.79779816,-79.24090576
2018-12-27,08:56:21 PM,43.77361298,-79.53185272
2018-12-27,09:02:42 PM,49.15559387,-123.0172501
2018-12-27,08:56:37 PM,43.6125412,-80.30638123
2018-12-27,08:56:55 PM,43.60880661,-80.306633
2018-12-27,08:56:57 PM,49.10415649,-122.5590668
2018-12-27,09:03:59 PM,43.76970673,-79.30760956
2018-12-27,08:56:59 PM,43.7926712,-79.23834991
2018-12-27,08:57:01 PM,49.10413361,-122.5585327
2018-12-27,08:57:55 PM,43.59818268,-80.30728912
2018-12-27,08:57:59 PM,43.78992081,-79.23730469
2018-12-27,08:58:54 PM,43.58739853,-80.30175018
2018-12-27,08:52:59 PM,43.8182869,-79.24543762
2018-12-27,08:53:45 PM,49.09259415,-122.5744553
2018-12-27,08:53:59 PM,43.81304169,-79.24321747
2018-12-27,09:00:55 PM,43.57006836,-80.27947998
2018-12-27,09:00:59 PM,43.7773819,-79.2753067
2018-12-27,09:01:38 PM,43.56601334,-80.2780838
2018-12-27,09:01:55 PM,43.56597519,-80.27806091
2018-12-27,09:01:57 PM,49.10402679,-122.5329742
2018-12-27,09:06:53 PM,43.82480621,-79.05548859
2018-12-27,09:02:01 PM,43.77536774,-79.28382111
2018-12-27,09:02:02 PM,49.10401917,-122.5317078
2018-12-27,09:02:55 PM,43.56266403,-80.28077698
2018-12-27,09:03:00 PM,43.77283859,-79.29457855
2018-12-27,09:03:55 PM,43.56108856,-80.28297424
2018-12-27,09:07:58 PM,43.82479477,-79.0554657
2018-12-27,09:07:58 PM,43.82475281,-79.05301666
2018-12-27,09:04:55 PM,43.55823898,-80.28699493
2018-12-27,09:04:59 PM,43.76838684,-79.31775665
2018-12-27,09:05:07 PM,43.76837158,-79.31919861
2018-12-27,09:05:28 PM,43.82471848,-79.05555725
2018-12-27,09:08:58 PM,43.82932663,-79.05505371
2018-12-27,09:05:28 PM,49.09980011,-122.492775
2018-12-27,08:58:58 PM,49.10409546,-122.5541229
2018-12-27,09:09:58 PM,43.83517838,-79.05758667
2018-12-27,08:58:59 PM,43.78417969,-79.24160767
2018-12-27,08:59:54 PM,43.57947922,-80.28957367
2018-12-27,09:00:00 PM,43.78044891,-79.2592392
2018-12-27,09:00:06 PM,43.78003311,-79.26138306
2018-12-27,09:00:22 PM,49.10285568,-122.5463562
2018-12-27,09:10:57 PM,43.83641815,-79.0525589
2018-12-27,09:06:21 PM,43.77710342,-79.51554108
2018-12-27,09:06:37 PM,49.10287476,-122.4882965
2018-12-27,09:06:38 PM,43.54741287,-80.30175018
2018-12-27,09:06:39 PM,43.82479858,-79.05549622
2018-12-27,09:06:55 PM,43.54600143,-80.30259705
2018-12-27,09:06:59 PM,43.76768494,-79.33847809
2018-12-27,09:11:58 PM,43.83753586,-79.04736328
2018-12-27,09:07:53 PM,49.1003418,-122.4850693
2018-12-27,09:07:53 PM,49.10167313,-122.4859085
2018-12-27,09:07:55 PM,43.54192352,-80.29958344
2018-12-27,09:12:58 PM,43.8399086,-79.03662109
2018-12-27,09:07:59 PM,43.76740646,-79.34302521
2018-12-27,09:08:02 PM,43.82503891,-79.05317688
2018-12-27,09:08:06 PM,43.82531357,-79.05331421
2018-12-27,09:08:55 PM,43.54192734,-80.29958344
2018-12-27,09:13:57 PM,43.84183884,-79.02806091
2018-12-27,09:08:59 PM,43.76712036,-79.34786987
2018-12-27,09:09:55 PM,43.54167175,-80.29924011
2018-12-27,09:14:57 PM,43.84291077,-79.0233078
2018-12-27,09:05:34 PM,43.82472229,-79.05554962
2018-12-27,09:09:59 PM,43.76679993,-79.35427094
2018-12-27,09:05:55 PM,43.55258179,-80.29470062
2018-12-27,09:06:00 PM,43.76818848,-79.33027649
2018-12-27,09:15:59 PM,43.84543228,-79.01199341
2018-12-27,09:06:09 PM,49.10387421,-122.4916916
2018-12-27,09:10:59 PM,43.76633835,-79.36432648
2018-12-27,09:16:57 PM,43.84832001,-78.99891663
2018-12-27,09:11:38 PM,49.10034561,-122.4850693
2018-12-27,09:11:39 PM,43.54175186,-80.29862976
2018-12-27,09:11:39 PM,43.83732224,-79.04831696
2018-12-27,09:11:55 PM,43.54175186,-80.29862976
2018-12-27,09:17:57 PM,43.85134506,-78.98521423
2018-12-27,09:11:59 PM,43.76531982,-79.37772369
2018-12-27,09:12:43 PM,49.10034561,-122.4850693
2018-12-27,09:12:55 PM,43.54175186,-80.29862976
2018-12-27,09:12:59 PM,43.76326752,-79.38761902
2018-12-27,09:13:40 PM,43.84118271,-79.03097534
2018-12-27,09:13:43 PM,43.84132385,-79.0303421
2018-12-27,09:18:58 PM,43.8545723,-78.97044373
2018-12-27,09:13:55 PM,43.54174805,-80.29862976
2018-12-27,09:13:59 PM,43.75887299,-79.40015411
2018-12-27,09:14:55 PM,43.54174805,-80.29862976
2018-12-27,09:19:57 PM,43.85759354,-78.95636749
2018-12-27,09:14:59 PM,43.753479,-79.40861511
2018-12-27,09:15:00 PM,43.54174805,-80.29862976
2018-12-27,09:10:06 PM,43.76676178,-79.35507202
2018-12-27,09:10:34 PM,43.83541489,-79.05698395
2018-12-27,09:10:45 PM,43.83583832,-79.05516815
2018-12-27,09:20:57 PM,43.86027145,-78.94386292
2018-12-27,09:10:55 PM,43.54175186,-80.29862976
2018-12-27,09:10:58 PM,43.77709198,-79.51554871
2018-12-27,09:21:09 PM,49.10036469,-122.485054
2018-12-27,09:16:59 PM,43.74097824,-79.42568207
2018-12-27,09:21:57 PM,43.8621521,-78.93531036
2018-12-27,09:17:19 PM,43.84936523,-78.99411011
2018-12-27,09:17:22 PM,43.84955978,-78.99320221
2018-12-27,09:22:58 PM,43.86445999,-78.92537689
2018-12-27,09:17:41 PM,43.85044479,-78.98922729
2018-12-27,09:17:59 PM,43.7332077,-79.43882751
2018-12-27,09:18:22 PM,43.85266113,-78.97910309
2018-12-27,09:18:27 PM,43.85286713,-78.97815704
2018-12-27,09:23:58 PM,43.8667984,-78.91390991
2018-12-27,09:23:59 PM,43.71598816,-79.5248642
2018-12-27,09:18:33 PM,43.85317993,-78.97668457
2018-12-27,09:18:38 PM,43.85345459,-78.97544098
2018-12-27,09:18:48 PM,43.85402298,-78.9728775
2018-12-27,09:18:59 PM,43.72855377,-79.45587921
2018-12-27,09:19:51 PM,43.85718536,-78.95870209
2018-12-27,09:24:58 PM,43.86523438,-78.90614319
2018-12-27,09:19:53 PM,43.85739517,-78.95750427
2018-12-27,09:19:59 PM,43.72481918,-79.47303772
2018-12-27,09:20:07 PM,43.72424698,-79.47538757
2018-12-27,09:25:58 PM,43.86608124,-78.90362549
2018-12-27,09:20:16 PM,49.15597153,-123.0171432
2018-12-27,09:15:07 PM,43.75273132,-79.40979767
2018-12-27,09:20:42 PM,43.85955811,-78.94717407
2018-12-27,09:20:57 PM,49.10036087,-122.485054
2018-12-27,09:15:18 PM,43.54174805,-80.29862976
2018-12-27,09:26:57 PM,43.87052536,-78.90545654
2018-12-27,09:15:59 PM,43.74676895,-79.41725159
2018-12-27,09:27:07 PM,43.87129593,-78.90579987
2018-12-27,09:27:31 PM,43.87189865,-78.90605164
2018-12-27,09:16:38 PM,43.84738159,-79.00325775
2018-12-27,09:27:58 PM,43.87189865,-78.90605164
2018-12-27,09:21:59 PM,43.71928024,-79.49748993
2018-12-27,09:28:58 PM,43.87189865,-78.90605164
2018-12-27,09:22:40 PM,49.10036087,-122.485054
2018-12-27,09:23:00 PM,43.71746063,-79.51145172
2018-12-27,09:23:21 PM,43.86540604,-78.92112732
2018-12-27,09:29:58 PM,43.87189865,-78.90605164
2018-12-27,09:23:39 PM,49.09844589,-122.476799
2018-12-27,09:30:58 PM,43.87189865,-78.90605164
2018-12-27,09:23:56 PM,49.09841156,-122.4776764
2018-12-27,09:24:06 PM,49.09861374,-122.4781876
2018-12-27,09:31:58 PM,43.87189865,-78.90605164
2018-12-27,09:24:13 PM,43.86748886,-78.91086578
2018-12-27,09:32:10 PM,43.87189865,-78.90605164
2018-12-27,09:24:26 PM,49.09918976,-122.4788513
2018-12-27,09:24:30 PM,43.86648941,-78.90910339
2018-12-27,09:32:55 PM,43.87189865,-78.90605164
2018-12-27,09:24:40 PM,43.86523438,-78.90852356
2018-12-27,09:24:59 PM,43.71352386,-79.53598785
2018-12-27,09:33:56 PM,43.87189865,-78.90605164
2018-12-27,09:33:56 PM,43.87781143,-78.90892029
2018-12-27,09:25:07 PM,43.71307755,-79.53784943
2018-12-27,09:25:57 PM,49.09918594,-122.47892
2018-12-27,09:25:59 PM,43.71063995,-79.55027008
2018-12-27,09:34:56 PM,43.88485336,-78.91207886
2018-12-27,09:26:22 PM,43.70858002,-79.5554657
2018-12-27,09:26:40 PM,43.87041473,-78.90539551
2018-12-27,09:26:45 PM,43.87039948,-78.90538788
2018-12-27,09:26:53 PM,49.0991478,-122.4787903
2018-12-27,09:35:35 PM,43.54174042,-80.29865265
2018-12-27,09:35:39 PM,49.09915543,-122.478775
2018-12-27,09:35:56 PM,43.89224625,-78.91516876
2018-12-27,09:20:58 PM,43.86027145,-78.94386292
2018-12-27,09:26:59 PM,43.7042923,-79.56361389
2018-12-27,09:20:59 PM,43.72104645,-79.48851776
2018-12-27,09:21:40 PM,43.86201859,-78.93599701
2018-12-27,09:29:00 PM,43.6967926,-79.5959549
2018-12-27,09:29:26 PM,49.09915161,-122.478775
2018-12-27,09:29:29 PM,49.09915161,-122.478775
2018-12-27,09:30:09 PM,43.69459152,-79.61164856
2018-12-27,09:30:59 PM,43.68761826,-79.61565399
2018-12-27,09:36:55 PM,43.899086,-78.91808319
2018-12-27,09:31:00 PM,43.6959343,-79.61038208
2018-12-27,09:31:59 PM,43.69210815,-79.62679291
2018-12-27,09:32:48 PM,43.87189865,-78.90605164
2018-12-27,09:32:51 PM,43.87189865,-78.90605164
2018-12-27,09:32:59 PM,43.69831848,-79.63511658
2018-12-27,09:37:49 PM,43.90375137,-78.92008972
2018-12-27,09:33:03 PM,43.87208557,-78.90618896
2018-12-27,09:37:55 PM,43.90377426,-78.92011261
2018-12-27,09:33:59 PM,43.87817001,-78.90908813
2018-12-27,09:33:59 PM,43.70233154,-79.64051819
2018-12-27,09:34:03 PM,43.87863159,-78.90930176
2018-12-27,09:34:59 PM,43.70061493,-79.64622498
2018-12-27,09:38:56 PM,43.90699387,-78.92156219
2018-12-27,09:35:09 PM,43.70042038,-79.64645386
2018-12-27,09:35:20 PM,49.09915543,-122.478775
2018-12-27,09:35:28 PM,43.54174805,-80.29864502
2018-12-27,09:39:56 PM,43.91545486,-78.92527771
2018-12-27,09:35:59 PM,43.69752884,-79.64961243
2018-12-27,09:36:19 PM,43.89532852,-78.91648865
2018-12-27,09:27:56 PM,49.24415207,-122.7544556
2018-12-27,09:28:00 PM,43.69855499,-79.57991028
2018-12-27,09:36:40 PM,49.09916687,-122.4787903
2018-12-27,09:36:41 PM,43.89849091,-78.91783142
2018-12-27,09:36:47 PM,49.09804153,-122.4726639
2018-12-27,09:40:56 PM,43.92142487,-78.9276886
2018-12-27,09:36:49 PM,43.89903259,-78.91806793
2018-12-27,09:36:58 PM,43.69523239,-79.65216064
2018-12-27,09:37:18 PM,49.09840012,-122.4706802
2018-12-27,09:41:57 PM,43.92333603,-78.9213562
2018-12-27,09:37:34 PM,43.90208054,-78.91938782
2018-12-27,09:37:34 PM,43.54077148,-80.29529572
2018-12-27,09:37:39 PM,43.90288162,-78.91973114
2018-12-27,09:37:53 PM,43.90377808,-78.92012024
2018-12-27,09:42:35 PM,43.52350998,-80.254776
2018-12-27,09:37:57 PM,43.90376663,-78.92011261
2018-12-27,09:37:59 PM,43.69092178,-79.65689087
2018-12-27,09:38:35 PM,43.53992844,-80.29412079
2018-12-27,09:42:56 PM,43.92451859,-78.91602325
2018-12-27,09:38:36 PM,49.10487366,-122.4706116
2018-12-27,09:42:59 PM,43.67197418,-79.6747818
2018-12-27,09:38:59 PM,43.68434143,-79.66423798
2018-12-27,09:43:56 PM,43.92704773,-78.9047699
2018-12-27,09:43:59 PM,43.67197418,-79.6747818
2018-12-27,09:39:02 PM,49.1069603,-122.4697571
2018-12-27,09:39:58 PM,43.91585922,-78.92545319
2018-12-27,09:39:59 PM,43.67821503,-79.67106628
2018-12-27,09:36:23 PM,43.89600754,-78.91677856
2018-12-27,09:44:56 PM,43.92941284,-78.89437866
2018-12-27,09:36:35 PM,43.54173279,-80.29865265
2018-12-27,09:36:35 PM,43.54214478,-80.29989624
2018-12-27,09:40:29 PM,43.53684998,-80.27975464
2018-12-27,09:40:35 PM,43.53608704,-80.27869415
2018-12-27,09:45:56 PM,43.93188477,-78.88329315
2018-12-27,09:40:59 PM,43.67229843,-79.67750549
2018-12-27,09:41:22 PM,43.92198181,-78.92738342
2018-12-27,09:41:37 PM,43.52919388,-80.26902008
2018-12-27,09:46:55 PM,43.93275833,-78.8791275
2018-12-27,09:41:59 PM,43.67164612,-79.67513275
2018-12-27,09:42:11 PM,43.9239006,-78.9187851
2018-12-27,09:42:20 PM,43.92395782,-78.91846466
2018-12-27,09:42:25 PM,43.92395401,-78.91847229
2018-12-27,09:42:45 PM,43.67197418,-79.6747818
2018-12-27,09:42:47 PM,43.92419434,-78.91744232
2018-12-27,09:42:49 PM,43.92425537,-78.91716766
2018-12-27,09:42:57 PM,43.92459869,-78.91565704
2018-12-27,09:43:34 PM,43.51706696,-80.24732971
2018-12-27,09:47:55 PM,43.9302597,-78.87797546
2018-12-27,09:44:02 PM,49.10591125,-122.4671707
2018-12-27,09:44:34 PM,49.10590744,-122.4671707
2018-12-27,09:39:48 PM,43.54292297,-80.28839874
2018-12-27,09:44:35 PM,49.15602112,-123.0171204
2018-12-27,09:48:55 PM,43.92795944,-78.87876892
2018-12-27,09:44:35 PM,43.51175308,-80.24124146
2018-12-27,09:40:02 PM,43.91641998,-78.92570496
2018-12-27,09:40:09 PM,43.67723846,-79.67215729
2018-12-27,09:49:56 PM,43.92797852,-78.87837219
2018-12-27,09:40:20 PM,49.10593414,-122.467186
2018-12-27,09:45:34 PM,43.50740814,-80.23639679
2018-12-27,09:45:59 PM,43.67197418,-79.67478943
2018-12-27,09:46:35 PM,43.50339508,-80.23088074
2018-12-27,09:50:56 PM,43.92795944,-78.87831116
2018-12-27,09:51:12 PM,43.92795944,-78.87831116
2018-12-27,09:46:50 PM,43.93275833,-78.87913513
2018-12-27,09:47:00 PM,43.67197418,-79.67478943
2018-12-27,09:47:00 PM,43.93275833,-78.8791275
2018-12-27,09:47:04 PM,43.93275833,-78.8791275
2018-12-27,09:51:56 PM,43.92795944,-78.87831116
2018-12-27,09:47:06 PM,43.67197418,-79.67478943
2018-12-27,09:47:08 PM,43.93275833,-78.8791275
2018-12-27,09:52:56 PM,43.92795944,-78.87831116
2018-12-27,09:47:18 PM,43.93275833,-78.8791275
2018-12-27,09:53:44 PM,43.92795944,-78.87831116
2018-12-27,09:47:21 PM,43.93275833,-78.8791275
2018-12-27,09:47:35 PM,43.49472046,-80.21897125
2018-12-27,09:54:35 PM,49.09270096,-122.462677
2018-12-27,09:47:49 PM,43.93095398,-78.8782959
2018-12-27,09:48:15 PM,43.92850494,-78.87718964
2018-12-27,09:48:35 PM,43.48591232,-80.20689392
2018-12-27,09:48:42 PM,43.92801285,-78.87830353
2018-12-27,09:48:45 PM,43.92797852,-78.87845612
2018-12-27,09:48:56 PM,43.92796326,-78.87876129
2018-12-27,09:45:00 PM,43.67197418,-79.67478943
2018-12-27,09:45:20 PM,49.10590744,-122.4671707
2018-12-27,09:45:29 PM,43.50740814,-80.23641205
2018-12-27,09:50:29 PM,43.46840668,-80.18546295
2018-12-27,09:50:34 PM,43.46720123,-80.18494415
2018-12-27,09:51:17 PM,43.92795944,-78.87831116
2018-12-27,09:51:17 PM,43.92795944,-78.87831116
2018-12-27,09:51:34 PM,43.45529175,-80.17990112
2018-12-27,09:51:50 PM,49.09270477,-122.4624939
2018-12-27,09:52:24 PM,49.09269714,-122.4626694
2018-12-27,10:02:42 PM,49.15560532,-123.017189
2018-12-27,09:52:34 PM,43.44733429,-80.17675018
2018-12-27,09:53:35 PM,43.44863892,-80.17181396
2018-12-27,10:03:35 PM,43.4948616,-79.97790527
2018-12-27,09:54:28 PM,49.09270096,-122.4626694
2018-12-27,09:54:35 PM,43.44963837,-80.15136719
2018-12-27,10:05:21 PM,43.67194748,-79.67476654
2018-12-27,10:05:26 PM,43.92800522,-78.87836456
2018-12-27,09:55:29 PM,43.4496994,-80.13437653
2018-12-27,10:05:34 PM,43.51186752,-79.94957733
2018-12-27,09:55:34 PM,43.45003891,-80.13247681
2018-12-27,09:56:35 PM,43.4569397,-80.1147995
2018-12-27,09:56:50 PM,49.09257507,-122.462883
2018-12-27,09:56:50 PM,49.09257507,-122.462883
2018-12-27,09:57:35 PM,43.46237183,-80.09539032
2018-12-27,09:49:01 PM,49.10580063,-122.4668503
2018-12-27,09:49:35 PM,43.47709274,-80.19487
2018-12-27,09:50:20 PM,49.09965515,-122.4617615
2018-12-27,09:50:23 PM,49.09906769,-122.461998
2018-12-27,10:00:35 PM,43.47376633,-80.03413391
2018-12-27,10:01:05 PM,43.92796707,-78.87831879
2018-12-27,10:01:35 PM,43.47922516,-80.01421356
2018-12-27,10:02:20 PM,43.92796707,-78.87831879
2018-12-27,10:02:36 PM,43.92796707,-78.87831879
2018-12-27,10:02:46 PM,43.92796707,-78.87831879
2018-12-27,10:08:30 PM,43.92830658,-78.87705231
2018-12-27,10:08:31 PM,43.92331314,-78.87483978
2018-12-27,10:02:50 PM,43.92796707,-78.87831879
2018-12-27,10:05:04 PM,43.67194748,-79.67476654
2018-12-27,10:06:18 PM,43.92818832,-78.87767792
2018-12-27,10:06:22 PM,43.92824173,-78.87741852
2018-12-27,10:06:25 PM,43.67197418,-79.67474365
2018-12-27,10:09:31 PM,43.91687393,-78.87198639
2018-12-27,09:58:34 PM,43.46791077,-80.07550812
2018-12-27,09:59:35 PM,43.47208023,-80.0552063
2018-12-27,09:59:38 PM,49.09257889,-122.462883
2018-12-27,10:00:30 PM,43.47333527,-80.03580475
2018-12-27,10:10:31 PM,43.91462708,-78.87348175
2018-12-27,10:07:34 PM,43.52534485,-79.91898346
2018-12-27,10:07:38 PM,43.92813492,-78.87692261
2018-12-27,10:08:16 PM,43.9248085,-78.87550354
2018-12-27,10:08:19 PM,43.92438889,-78.87532043
2018-12-27,10:02:35 PM,43.48670578,-79.99575043
2018-12-27,10:08:25 PM,43.66902542,-79.66716766
2018-12-27,10:08:47 PM,43.92163849,-78.87410736
2018-12-27,10:11:31 PM,43.91330338,-78.87978363
2018-12-27,10:04:35 PM,43.5003891,-79.95921326
2018-12-27,10:09:05 PM,43.91982651,-78.87329865
2018-12-27,10:12:31 PM,43.91119385,-78.88912964
2018-12-27,10:05:30 PM,43.5110321,-79.95059967
2018-12-27,10:09:19 PM,43.91825485,-78.87260437
2018-12-27,10:06:26 PM,43.67043304,-79.67111206
2018-12-27,10:06:34 PM,43.52060699,-79.93563843
2018-12-27,10:06:35 PM,43.92831039,-78.87709808
2018-12-27,10:13:31 PM,43.90990829,-78.89517212
2018-12-27,10:06:39 PM,43.92831039,-78.87709808
2018-12-27,10:07:02 PM,43.92829895,-78.87708282
2018-12-27,10:14:31 PM,43.90784836,-78.90486908
2018-12-27,10:07:25 PM,43.66870499,-79.6678772
2018-12-27,10:10:35 PM,43.53900146,-79.8716507
2018-12-27,10:15:30 PM,43.58463287,-79.81409454
2018-12-27,10:15:31 PM,43.90568542,-78.91407776
2018-12-27,10:10:58 PM,43.77720261,-79.51598358
2018-12-27,10:11:06 PM,43.9140625,-78.87597656
2018-12-27,10:11:07 PM,43.91401672,-78.87617493
2018-12-27,10:11:11 PM,43.91387939,-78.87678528
2018-12-27,10:16:31 PM,43.90449524,-78.91904449
2018-12-27,10:11:25 PM,43.66901398,-79.66718292
2018-12-27,10:08:41 PM,43.92233658,-78.87442017
2018-12-27,10:11:35 PM,43.545784,-79.85743713
2018-12-27,10:17:31 PM,43.90423203,-78.92019653
2018-12-27,10:12:25 PM,43.66901398,-79.66718292
2018-12-27,10:12:35 PM,43.5557518,-79.84632874
2018-12-27,10:17:40 PM,49.09260178,-122.462883
2018-12-27,10:12:54 PM,43.91084671,-78.89070892
2018-12-27,10:18:31 PM,43.89852142,-78.91805267
2018-12-27,10:06:05 PM,43.92819977,-78.87815857
2018-12-27,10:19:31 PM,43.89331818,-78.91582489
2018-12-27,10:09:25 PM,43.66915512,-79.66703033
2018-12-27,10:09:32 PM,43.52944565,-79.9018631
2018-12-27,10:09:34 PM,43.53596115,-79.88746643
2018-12-27,10:10:04 PM,43.66901779,-79.66717529
2018-12-27,10:20:29 PM,49.09275818,-122.4634705
2018-12-27,10:20:31 PM,43.88679123,-78.91307831
2018-12-27,10:10:25 PM,43.66901016,-79.66718292
2018-12-27,10:10:32 PM,43.53879929,-79.87303925
2018-12-27,10:15:34 PM,43.58542252,-79.81320953
2018-12-27,10:16:06 PM,43.90525436,-78.91598511
2018-12-27,10:16:14 PM,43.90502548,-78.91692352
2018-12-27,10:21:31 PM,43.88298035,-78.91149139
2018-12-27,10:16:18 PM,43.9048996,-78.91744995
2018-12-27,10:21:55 PM,43.66913986,-79.66698456
2018-12-27,10:16:34 PM,43.59503555,-79.80243683
2018-12-27,10:22:30 PM,43.87757492,-78.90904999
2018-12-27,10:22:33 PM,43.87758255,-78.90904999
2018-12-27,10:16:41 PM,43.90428543,-78.91993713
2018-12-27,10:16:44 PM,43.90423584,-78.92017365
2018-12-27,10:17:32 PM,49.09260178,-122.462883
2018-12-27,10:23:30 PM,43.87316513,-78.90709686
2018-12-27,10:17:34 PM,43.60013199,-79.78922272
2018-12-27,10:18:21 PM,49.09276962,-122.4634552
2018-12-27,10:18:35 PM,43.60047913,-79.78483582
2018-12-27,10:24:30 PM,43.87284851,-78.90693665
2018-12-27,10:19:35 PM,43.60090256,-79.77931976
2018-12-27,10:13:03 PM,43.91070175,-78.8914032
2018-12-27,10:20:04 PM,43.66914749,-79.66697693
2018-12-27,10:20:16 PM,49.15591812,-123.0171967
2018-12-27,10:25:26 PM,43.86851501,-78.90923309
2018-12-27,10:25:30 PM,43.86814117,-78.91065216
2018-12-27,10:13:25 PM,43.66902161,-79.66716003
2018-12-27,10:13:27 PM,43.66902924,-79.66716003
2018-12-27,10:20:23 PM,49.09275818,-122.4634705
2018-12-27,10:26:30 PM,43.86595154,-78.92070007
2018-12-27,10:13:35 PM,43.5662384,-79.83462524
2018-12-27,10:27:31 PM,43.86627197,-78.9345932
2018-12-27,10:14:15 PM,43.77718353,-79.51602936
2018-12-27,10:14:35 PM,43.57607269,-79.8236618
2018-12-27,10:15:04 PM,43.66915512,-79.66694641
2018-12-27,10:28:31 PM,43.8671875,-78.95072937
2018-12-27,10:28:35 PM,43.61090088,-79.73220062
2018-12-27,10:29:31 PM,43.86567688,-78.96894073
2018-12-27,10:21:12 PM,43.88298035,-78.91149139
2018-12-27,10:30:31 PM,43.8610611,-78.98856354
2018-12-27,10:21:17 PM,43.88298416,-78.91149139
2018-12-27,10:21:35 PM,43.60163498,-79.76967621
2018-12-27,10:22:04 PM,49.09295273,-122.4629059
2018-12-27,10:22:35 PM,43.60207367,-79.76390076
2018-12-27,10:31:25 PM,43.8572998,-79.00401306
2018-12-27,10:31:30 PM,43.85702133,-79.00536346
2018-12-27,10:22:50 PM,43.778759,-79.51966858
2018-12-27,10:32:31 PM,43.85277939,-79.02406311
2018-12-27,10:23:15 PM,43.87491989,-78.90781403
2018-12-27,10:33:31 PM,43.84851837,-79.04403687
2018-12-27,10:23:35 PM,43.60263443,-79.75661469
2018-12-27,10:24:02 PM,43.8728447,-78.90693665
2018-12-27,10:33:41 PM,43.84785461,-79.04737854
2018-12-27,10:24:20 PM,43.87284851,-78.90693665
2018-12-27,10:34:30 PM,43.84276199,-79.06260681
2018-12-27,10:34:30 PM,43.84262848,-79.06289673
2018-12-27,10:24:35 PM,43.60355377,-79.751297
2018-12-27,10:24:36 PM,43.77875519,-79.51968384
2018-12-27,10:35:31 PM,43.83466721,-79.08013153
2018-12-27,10:24:48 PM,43.87215042,-78.90659332
2018-12-27,10:25:07 PM,43.8706665,-78.90601349
2018-12-27,10:25:32 PM,43.6051178,-79.74692535
2018-12-27,10:36:33 PM,43.82659149,-79.09762573
2018-12-27,10:25:34 PM,43.60522461,-79.74663544
2018-12-27,10:26:07 PM,43.86698532,-78.91545105
2018-12-27,10:26:35 PM,43.60662842,-79.74304199
2018-12-27,10:27:31 PM,43.86628723,-78.93482971
2018-12-27,10:37:30 PM,43.81742096,-79.11365509
2018-12-27,10:20:33 PM,43.60123825,-79.77487946
2018-12-27,10:20:34 PM,43.60126495,-79.77458954
2018-12-27,10:38:31 PM,43.80833817,-79.12802887
2018-12-27,10:21:06 PM,43.88316727,-78.91156769
2018-12-27,10:39:31 PM,43.79898834,-79.14292145
2018-12-27,10:30:32 PM,43.61854553,-79.7121048
2018-12-27,10:30:34 PM,43.61882019,-79.71142578
2018-12-27,10:31:06 PM,43.85847855,-78.9989624
2018-12-27,10:40:49 PM,43.79938507,-79.1652832
2018-12-27,10:40:49 PM,43.79758453,-79.16005707
